impact,discussion,waiting,repetition,perofdelay,workload,no_comment,no_priority_change,no_fixversion,no_fixversion_change,no_issuelink,no_blocking,no_blockedby,no_affectversion,reporterrep,no_des_change,votes,watches,type_Bug,type_Improvement,type_Moderation,type_NewFeature,type_Subtask,type_Task,type_Wish,priority_High,priority_Highest,priority_Low,priority_Lowest,priority_NULL,priority_Normal,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10
low,2,0,0,0,35,5,0,1,1,1,0,0,0,0.366666667,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Nondelay,67,0,0,0,10,2,0,1,1,0,0,0,1,0.045977011,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Nondelay,2,0,0,0,10,3,2,1,1,0,0,0,1,0.045977011,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Nondelay,1,0,0,0,3,2,0,0,0,0,0,0,1,0.045977011,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Nondelay,2,0,0,0,3,2,0,1,1,0,0,0,1,0.045977011,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Nondelay,63,0,1,0,10,3,0,3,3,0,0,0,1,0.045977011,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Nondelay,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Nondelay,0,0,0,0,10,2,0,0,0,0,0,0,0,0.223300971,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Nondelay,78,0,0,0,10,1,0,2,2,0,0,0,0,0.045977011,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
low,1,0,0,0,35,2,0,1,1,0,0,0,1,0.045977011,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Nondelay,1,0,0,0,15,1,0,0,0,0,0,0,1,0.028571429,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Nondelay,1,0,0,0,15,1,0,0,0,0,0,0,1,0.028571429,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
medium,223,0,0,0,9,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
low,8,0,0,0,42,2,0,1,1,0,0,0,1,0.028571429,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Nondelay,1,0,0,0,17,3,0,1,1,1,0,0,1,0.046511628,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Nondelay,9,0,0,0,13,3,0,1,1,0,0,0,1,0.029239766,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
low,72,0,1,0,43,3,0,0,0,0,0,0,1,0.029239766,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Nondelay,1,0,0,0,13,1,0,0,0,0,0,0,1,0.029239766,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Nondelay,0,0,0,0,6,1,0,0,0,0,0,0,1,0.074626866,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Nondelay,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Nondelay,1,0,0,0,13,2,0,0,0,0,0,0,1,0.029239766,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Nondelay,1,0,0,0,2,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
low,3,0,0,0,35,4,0,0,0,0,0,0,0,0.227722772,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Nondelay,2,0,0,0,10,3,0,0,0,0,0,0,0,0.227722772,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Nondelay,83,0,1,0,16,6,0,3,3,0,0,0,1,0.047619048,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
low,2,0,0,0,34,2,0,1,1,0,0,0,1,0.047619048,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Nondelay,6,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Nondelay,2,0,0,0,0,2,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Nondelay,2,0,0,0,5,3,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Nondelay,2,0,0,0,0,2,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Nondelay,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Nondelay,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Nondelay,3,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
low,6,0,0,0,31,3,0,0,0,0,0,0,0,0.029585799,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
low,9,0,0,0,31,2,0,0,0,0,0,0,1,0.029585799,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
low,2,0,0,0,31,2,0,0,0,0,0,0,0,0.232323232,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
low,3,0,0,0,31,2,1,1,1,0,0,0,1,0.232323232,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Nondelay,6,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Nondelay,0,0,0,0,10,3,0,0,0,0,0,0,1,0.05,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Nondelay,42,0,0,0,14,2,0,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Nondelay,0,0,0,0,14,1,0,1,1,0,0,0,1,0.05,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Nondelay,3,0,0,0,14,5,0,1,1,0,0,0,1,0.05,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
low,3,0,0,0,31,5,0,1,1,1,0,0,1,0.05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
low,29,0,0,0,32,1,0,0,0,0,0,0,0,0.234693878,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Nondelay,0,0,0,0,16,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Nondelay,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Nondelay,3,0,0,0,11,2,0,1,1,0,0,0,1,0.051282051,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
low,0,0,0,0,32,3,0,0,0,1,0,0,1,0.051282051,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Nondelay,3,0,0,0,0,2,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Nondelay,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Nondelay,5,0,1,0,0,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Nondelay,1,0,0,0,10,3,0,0,0,0,0,0,0,0.244680851,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
low,1,0,0,0,37,4,1,0,0,0,0,0,0,0.244680851,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
low,1,0,0,0,29,2,0,1,1,0,0,0,1,0.244680851,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
low,36,0,0,0,29,2,0,1,1,0,0,0,0,0.244680851,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
low,0,0,0,0,37,2,0,0,0,0,0,0,1,0.02994012,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Nondelay,1,0,0,0,14,2,0,3,3,0,0,0,0,0.052631579,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
low,0,0,0,0,37,2,0,1,1,0,0,0,1,0.02994012,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
low,819,0,0,0,29,10,1,10,10,1,0,0,1,0.052631579,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Nondelay,5,0,0,0,0,2,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Nondelay,60,0,0,0,15,0,0,1,1,0,0,0,1,0.333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Nondelay,1,0,0,0,2,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
low,17,0,0,0,38,2,0,1,1,1,0,0,1,0.054054054,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Nondelay,6,0,0,0,8,2,0,1,1,0,0,0,1,0.054054054,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
high,583,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
medium,106,0,0,0,8,4,0,1,1,0,0,0,0,0.25,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
low,40,0,0,0,28,3,0,1,1,0,0,0,0,0.25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Nondelay,6,0,0,0,2,2,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Nondelay,39,0,0,0,3,1,0,0,0,0,0,0,0,0.384615385,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Nondelay,0,0,0,0,2,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
low,41,0,0,0,27,1,0,1,1,0,0,0,1,0.252747253,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Nondelay,86,0,0,0,15,2,0,3,3,0,0,0,1,0.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
low,119,0,0,0,35,2,0,3,3,0,0,0,0,0.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
low,2,0,0,0,35,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
low,34,0,0,0,27,1,0,0,0,1,0,0,0,0.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
low,2,0,0,0,35,2,0,0,0,0,0,0,1,0.057142857,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Nondelay,7,0,0,0,15,3,0,1,1,3,0,0,1,0.057142857,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Nondelay,1,0,0,0,7,2,0,0,0,0,0,0,0,0.368421053,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Nondelay,2,0,0,0,17,2,0,0,0,0,0,0,1,0.030487805,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Nondelay,4,0,0,0,7,2,0,0,0,0,0,0,1,0.368421053,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Nondelay,2,0,0,0,17,2,0,0,0,0,0,0,1,0.030487805,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
low,3,0,0,0,27,3,0,1,1,0,0,0,0,0.057142857,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
low,44,0,0,0,27,4,0,1,1,2,0,0,1,0.057142857,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Nondelay,14,0,0,0,17,4,1,1,1,0,0,0,1,0.030487805,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Nondelay,89,0,0,0,1,1,0,2,2,0,0,0,2,0.833333333,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
low,1,0,0,0,35,1,0,0,0,0,0,0,0,0.368421053,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Nondelay,42,0,0,0,15,1,0,0,0,0,0,0,0,0.240506329,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
low,6,0,0,0,36,2,0,1,1,0,0,0,0,0.240506329,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
low,6,0,0,0,36,2,0,0,0,0,0,0,0,0.240506329,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Nondelay,45,0,0,0,15,1,0,0,0,0,0,0,0,0.240506329,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Nondelay,15,0,2,0,8,5,0,1,1,0,0,0,0,0.240506329,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
low,41,0,0,0,28,3,0,0,0,0,0,0,0,0.240506329,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Nondelay,92,0,0,0,8,0,0,3,3,0,0,0,1,0.240506329,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Nondelay,1,0,0,0,15,1,0,0,0,0,0,0,0,0.240506329,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
low,1,0,0,0,36,2,0,0,0,0,0,0,0,0.240506329,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
low,0,0,0,0,36,1,0,0,0,0,0,0,0,0.2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Nondelay,3,0,0,0,16,2,0,0,0,0,0,0,1,0.030674847,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
low,1,0,0,0,34,2,0,0,0,0,0,0,1,0.061538462,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
low,3,0,0,0,34,1,0,0,0,0,0,0,1,0.061538462,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Nondelay,94,0,0,0,6,3,0,3,3,0,0,0,0,0.388888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Nondelay,1,0,0,0,6,1,0,0,0,0,0,0,0,0.388888889,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
low,1,0,0,0,27,2,0,0,0,1,0,0,1,0.061538462,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Nondelay,1,0,0,0,13,2,0,1,1,0,0,0,1,0.061538462,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Nondelay,1,0,0,0,13,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Nondelay,92,0,0,0,6,7,0,2,2,1,0,0,1,0.243589744,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Nondelay,36,0,0,0,6,0,0,1,1,0,0,0,1,0.388888889,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
low,0,0,0,0,34,1,0,0,0,1,0,0,1,0.061538462,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
low,14,0,0,0,47,1,0,1,1,0,0,0,1,0.030864198,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
low,43,0,1,0,23,6,0,1,1,2,0,0,1,0.06557377,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Nondelay,7,0,0,0,9,2,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Nondelay,87,0,0,0,12,2,0,1,1,0,0,0,0,0.236842105,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
low,4,0,0,0,33,3,0,0,0,0,0,0,0,0.236842105,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Nondelay,4,0,0,0,14,2,0,0,0,0,0,0,1,0.03125,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Nondelay,67,0,0,0,11,2,0,0,0,0,0,0,1,0.403846154,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Nondelay,50,0,0,0,11,1,0,0,0,0,0,0,0,0.403846154,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
low,39,0,0,0,23,3,0,1,1,0,0,0,0,0.06557377,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
low,1,0,0,0,23,3,0,1,1,1,0,0,1,0.06557377,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Nondelay,15,0,0,0,14,2,0,1,1,0,0,0,1,0.03125,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
low,41,0,1,0,23,6,0,1,1,1,0,0,1,0.06557377,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
low,7,0,0,0,36,4,1,1,1,1,0,0,0,0.068965517,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Nondelay,72,0,1,0,1,6,1,2,2,0,0,0,0,0.068965517,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Nondelay,8,0,0,0,0,2,0,1,1,0,0,0,1,0.03164557,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Nondelay,7,0,0,0,8,4,0,0,0,0,0,0,1,0.03164557,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
low,0,0,0,0,36,2,0,0,0,0,0,0,1,0.068965517,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
low,4,0,0,0,36,2,0,0,0,0,0,0,0,0.232876712,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
medium,110,0,1,0,11,2,0,4,4,0,0,0,0,0.232876712,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
low,109,0,0,0,22,1,0,1,1,0,0,0,0,0.232876712,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Nondelay,2,0,0,0,5,1,0,1,1,0,0,0,0,0.428571429,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Nondelay,11,0,0,0,1,1,0,0,0,0,0,0,0,0.428571429,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Nondelay,0,0,0,0,11,3,0,0,0,0,0,0,0,0.428571429,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
low,2,0,0,0,36,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
low,1,0,0,0,37,2,0,0,0,1,0,0,0,0.236111111,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
low,1,0,0,0,37,2,0,0,0,1,0,0,0,0.434782609,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Nondelay,3,0,0,0,4,1,0,0,0,0,0,0,0,0.434782609,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Nondelay,0,0,0,0,13,1,0,0,0,0,0,0,0,0.228571429,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
low,2,0,0,0,37,2,0,0,0,0,0,0,0,0.228571429,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Nondelay,0,0,0,0,2,3,0,1,1,0,0,0,1,0.052631579,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
low,15,0,0,0,46,1,0,1,1,0,0,0,0,0.434782609,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
low,7,0,0,0,32,1,1,0,0,0,0,0,0,0.203125,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
low,4,0,0,0,32,3,0,1,1,0,0,0,0,0.452380952,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Nondelay,37,0,0,0,3,0,0,1,1,0,0,0,1,0.452380952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Nondelay,2,0,0,0,1,1,0,0,0,0,0,0,0,0.452380952,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
low,2,0,0,0,32,2,0,0,0,0,0,0,0,0.032258065,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
low,45,0,0,0,23,2,0,1,1,0,0,0,0,0.452380952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
low,15,0,0,0,32,1,0,0,0,0,0,0,0,0.203125,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
low,6,0,0,0,32,1,0,0,0,0,0,0,0,0.032258065,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
low,2,0,0,0,32,2,0,0,0,0,0,0,0,0.032258065,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Nondelay,4,0,0,0,11,2,0,0,0,0,0,0,0,0.203125,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Nondelay,6,0,0,0,0,2,0,0,0,0,0,0,0,0.203125,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Nondelay,4,0,0,0,11,1,0,1,1,0,0,0,0,0.203125,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Nondelay,4,0,0,0,11,1,0,0,0,0,0,0,0,0.203125,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Nondelay,43,0,1,0,0,10,0,1,1,0,0,0,1,0.032679739,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
low,3,0,0,0,31,2,0,1,1,1,0,0,1,0.037735849,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
low,6,0,0,0,31,2,0,1,1,0,0,0,1,0.037735849,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
low,10,0,0,0,45,1,0,1,1,0,0,0,1,0.032679739,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Nondelay,2,0,1,0,0,5,0,0,0,0,0,0,0,0.206349206,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Nondelay,4,0,0,0,0,2,0,0,0,0,0,0,0,0.463414634,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
